text,clean_text,sentiment
#1000Lilin #rizieqpulang #LilinUntukAhok #ahok #AhokDjarot andai saja ini bisa di contoh untuk seluruh indonesia,andai ini di contoh seluruh indonesia,neutral
pak dan itu adalah 2 sosok Band of Brothers di kehidupan nyata #DemiAhok #AhokDjarot,pak itu sosok band of brothers hidup nyata,neutral
Sejuta Lilin demi Keadilan #AhokDjarot #lawinforcement #justice #JakartauntukSemua #IndonesiaRaya,juta lilin adil,neutral
"semoga #AhokDjarot bisa menyelesaikan tugas negaranya sampe oktober pas pelantikan gubernur baru, supaya APBN saat ini tidak diganggu2 amin",moga selesai tugas negara sampe oktober pas lantik gubernur baru apbn ini ganggu amin,neutral
SALAM SUJUD DAN HORMAT SAYA PADA PAK DJAROT KHABARNYA PENANGGUHAN TAHANAN AHOK DI SETUJUIN DAN MALAM INI PAK AHOK PULANG,salam sujud hormat pada pak djarot khabarnya tangguh tahan ahok setujuin malam pak ahok pulang,neutral
Rakyat Cinta NKRI Perjuangkan Keadilan #justice #lawinforcement #AhokDjarot #JakartauntukSemua ¢â¬Â¦,rakyat cinta nkri juang adil,neutral
Apakah ini bukan suatu sejarah? #IndonesiaBersih #AhokDjarot,ini bukan NOT_suatu NOT_sejarah,neutral
Tidak ada pemimpin di Indonesia Sebaik jujur tegas dan kerja nyata Ahok Djarod is the Best #AhokDjarot,ada pimpin indonesia baik jujur tegas kerja nyata ahok djarod is the best,neutral
Indonesia harum bunga #AhokDjarot ungkapan seribu bahasa Cinta,indonesia harum bunga ungkap ribu bahasa cinta,neutral
ke balaikota DKI Jakarta dan kehabisan kata-kata.. #AhokDjarot,balaikota dki jakarta habis katakata,neutral
"Pemenang sejati adalah pemenang hati Rakyat. Udah kalah masih bisa datangkan rejeki buat tukang bunga,Pak #AhokDjarot #AhokDicintaiRakyat",menang sejati menang hati rakyat kalah bisa datang rejeki buat tukang bungapak,neutral
"dan djarot semangat & sehat2 terus. Semoga diakhir masa jabatan ini, masyarakat DKI sadar akan pemimpin sebenarnya. #ahokdjarot",djarot semangat sehat terus moga akhir masa jabat masyarakat dki sadar pimpin benar,neutral
"Kami sudah biasa dan tak bisa lepas dengan yang galak-galak. Kami sayang kamu, Pak #AhokDjarot",sudah biasa tak NOT_lepas NOT_yang galakgalak sayang kamu pak,neutral
Lagi nongkrong ada yang masang karangan bunga. Dan ternyata tidak sampai monas aja tapi sampai Jogja! #AhokDjarot #BungaAhok #bungauntukahok,nongkrong yang masang karang bunga nyata sampai monas sampai jogja,neutral
#GombalinAhok kamu luar biasa pak begitu jahat ninggalin aku yg terlanjur sayang padamu #AhokDjarot,kamu luar biasa pak jahat ninggalin yang lanjur sayang pada,neutral
#ahok #djarot tetap di hatiku #pilkadadki,tetap hati,neutral
Terima kasih atas doanya pa Kyai .. #voteahok #AniesSandi #pilkadaDKI #ahokdjarot,terima kasih atas doa pa kyai,neutral
Kita jatuh cinta dengan gubernur yang tidak kita miliki. <Heart With Arrow> #PilkadaDKI #PilkadaDKI2017,jatuh cinta gubernur tidak NOT_milik NOT_heart with arrow,neutral
Betul tidak pak jokowi ? <Trophy> <Trophy> Oke lah ya pak basukibtp Dukung 100 % . . #pilkadadki #pilkadadki2017,betul pak jokowi trophy trophy oke pak basukibtp dukung,neutral
Peach #pilkadadki #pilkada #pilkadadki2017 #pilkada2017 #ahok #ahokdjarot #ahokers,peach,neutral
Kami sudah. #vote #pilkada #pilkadadki #pilkadadki2017 #ahokdjarot @ TPS 07,sudah tps,neutral
Ayo coblos yang bijaksana untuk JAKARTA yang lebih baik <Victory Hand> #PilkadaDKI #PilkadaDKI2017 #PilkadaJakartaAman,ayo coblos bijaksana jakarta lebih baik victory hand,neutral
Bapak Presiden sudah bilang Pilkada DKI akan aman tohh <Smiling Face With Sunglasses> <Smiling Face With Sunglasses> ... #PilkadaDKI2017,bapak presiden bilang pilkada dki aman tohh smiling face with sunglasses smiling face with sunglasses,neutral
"Kekalahan Ahok ini disengaja, biar bisa sepaket dengan AHY pada Pilpres nanti <FACE WITH STUCK-OUT TOUNGES> <grining face with smile eye> <grining face with smile eye> <Smiling Face With Sunglasses> <Smiling Face With Sunglasses> #PilkadaDKI. #Ahokers jangan risau hahahahahaha",kalah ahok sengaja biar paket ahy pilpres face with stuckout tounges grining face with smile eye grining face with smile eye smiling face with sunglasses smiling face with sunglasses jangan NOT_risau NOT_hahahahahaha,neutral
Kekalahan Basuki Tjahaja Purnama-Djarot Saiful Hidayat di Pilkada DKI Jakarta tidak mempengaruhi elektabilitas PDI <Victory Hand>,kalah basuki tjahaja purnamadjarot saiful hidayat pilkada dki jakarta pengaruh elektabilitas pdi victory hand,neutral
"saya percaya, kondisi cuaca beberapa hari sebelum pilkada dki ikut serta memberikan kontribusi positif ke ahok-djarot. Aku 2!! <Victory Hand> <Victory Hand>",percaya kondisi cuaca beberapa hari pilkada dki ikut beri kontribusi positif ahokdjarot victory hand victory hand,neutral
"Bagi Tompi, Ahok-Djarot <Victory Hand> <Victory Hand> Lakukan Perubahan Positif, Nih Buktinya! #PilkadaDKI",tompi ahokdjarot victory hand victory hand laku ubah positif bukti,neutral
"Positif, PDIP Usung Ahok-Djarot di Pilkada DKI 2017 <Victory Hand> - Suara Nasional",positif pdip usung ahokdjarot pilkada dki victory hand suara nasional,neutral
Kalah karena jujur lebih baik daripada menang karena curang <Heavy Check Mark> <Heavy Check Mark>. Initerjadi di pilkada DKi.Makanya masih iri tidak terima sama Ahok,kalah jujur lebih baik menang curang heavy check mark heavy check mark initerjadi pilkada dkimakanya iri terima sama ahok,neutral
KALAH PILKADA DKI AHOK DJAROT DAPAT KARANGAN BUNGA SIMPATI KARENA TERUJI DAN TERUKUR <Victory Hand> <Victory Hand> ANIES SANDI MENANG DAPAT BUNGA DP 0%,kalah pilkada dki ahok djarot karang bunga simpati uji ukur victory hand victory hand anies sandi menang bunga dp,neutral
"Ahok-Djarot kalah dalam pilkada, tapi menang dalam menjaga integritas berdemokrasi Pancasila. Bangga! <SMILING FACE WITH HEART-EYES> #JakartaGubernurBaru #PilkadaDKI",ahokdjarot kalah pilkada menang jaga integritas demokrasi pancasila bangga smiling face with hearteyes,neutral
Kepada Pendukung #BaDja #AhokDjarot kita tidak usah terprovokasi dan jangan mengotori tangan2 kita dengan Hal2 yang mengandung NAZIS <Heavy Check Mark> <Heavy Check Mark>,dukung tidak NOT_usah NOT_provokasi jangan NOT_kotor NOT_tangan dengan yang kandung nazis heavy check mark heavy check mark,neutral
"Ingat kita pilih pelayan warga, bukan pemimpin agama di JKT. Pilih yang jelas BAIK, JUJUR dan BERSIH <Heavy Check Mark> <Heavy Check Mark> #AhokDjarot #debatpilkadadki",ingat pilih layan warga bukan NOT_pimpin NOT_agama jkt pilih jelas baik jujur bersih heavy check mark heavy check mark,neutral
"Banyak pemimpin agama yang baik. Tapi pelayan warga yang JUJUR, BERSIH dan KERJA NYATA, cuma <Victory Hand> <Victory Hand> #DebatPilkadaDKI",banyak pimpin agama baik layan warga jujur bersih kerja nyata cuma victory hand victory hand,neutral
Baju Seragam buat nyoblos sudah siap nih teman-teman... #pilkadadki #ahokdjarotâ¦,baju seragam buat nyoblos siap temanteman,neutral
Ahok-Djarot <Victory Hand> <Victory Hand> Meroket. #ahok #djarot #ahokdjarot #pilkada #election #pilkadadki2017 #gubernurâ¦,ahokdjarot victory hand victory hand roket,neutral
Cuma ahok jarot yang bisa membereskan jakarta karena tahu apa yang dilakukan <FOLDED HANDS> <FOLDED HANDS> .Bukan calon yang cuma ngayal sama jualan kipas.,cuma ahok jarot bisa beres jakarta tahu apa laku folded hands folded hands bukan NOT_calon NOT_cuma ngayal sama jual kipas,neutral
Lebih baik jadi dosen yang dibanggakan dari pada berharap jadi Gubernur dengan cara yang membohongi rakyat dan diri sendiri. #pilkadadki2017,lebih baik jadi dosen bangga pada harap jadi gubernur cara bohong rakyat diri sendiri,neutral
Kenapa pak Berterimakasi pada #FPI setelah Memenangkan #PilkadaDki2017 pengamat politik mana pengamat.,pak berterimakasi telah menang amat politik mana amat,neutral
"Daftar rumah baru di jakarta yang DP nya 0-Rp Kalau gak terealisasi, kau tanggung janji kau di akhirat nanti,,, #pilkadaDKI2017 #pathdaily",daftar rumah baru jakarta dp rp kalau realisasi kau tanggung janji kau akhirat,neutral
"Kalian dijanjikan ini itu sama calon gubenur baru. jangan lupa tagih janjinya, Jakarta butuh kerja nyata bukan sekedar janji #pilkada",kalian janji itu sama calon gubenur baru jangan NOT_lupa NOT_tagih janji jakarta butuh kerja nyata bukan NOT_dar NOT_janji,neutral
"Bagi yang precariat kayak aku ini, dp rumah 0% lumayan membantu. Jadi pasti aku tagih! #pilkadadki2017",yang precariat saya dp rumah lumayan bantu jadi saya tagih,neutral
Harus menerima hasil ini dengan lapang dada. #PilkadaDKI2017,terima hasil dengan lapang dada,neutral
Sedih... Tetap Optimis ya Jakartaku #pilkadaDKI2017,sedih tetap optimis jakartaku,neutral
Kalo gitu aku mau tagih program DP 0% dari Anies-Sandi #PilkadaDKI #pilkadadki2017,kalau saya mau tagih program dp aniessandi,neutral
"Sabtu kerja&ngobrol tentang #pilkadaDKI,ternyata ketua RW di komplek rumah teman saya super maksa warga pilih Anies demi janji 3 Milyar",sabtu kerjangobrol nyata ketua rw komplek rumah teman super maksa warga pilih anies janji milyar,neutral
Takut kalah jadi buruan bagi-bagi sembako. Kayanya lebih cocok jadi pegawai bulog kaleee. Colek #PilkadaDKI2017,takut kalah jadi buru bagibagi sembako kaya lebih cocok jadi pegawai bulog kaleee colek,neutral
Jenazah ditolak. Abis solat diusir. Yang dagang di usir. Agama jadi jualannya politik. Mantavvv jiwa Cara lu.. #pilkadadki2017 #pilkada,jenazah tolak abis solat usir dagang usir agama jadi jual politik mantavvv jiwa cara,neutral
"Tapi lawan Ahok sekarang jelas tidak lebih baik, malah lebih buruk. Track record kurang, komitmen memberantas korupsi nihil. #PilkadaDKI2017",lawan ahok sekarang jelas lebih baik malah lebih buruk track record kurang komitmen berantas korupsi nihil,neutral
"Ih serem, terus nanti bilangnya di pitenah...#Gue2 #BaDjaUntukJakarta #pilkadadki2017",ih rem terus bilang pitenah,neutral
"Pak sekarang kan lagi masa tenang, kok team sukses bapak masih kerja ya? Bagi2 bunga segala lagi #pilkadadki2017",pak sekarang masa tenang team sukses bapak kerja bagi bunga segala,neutral
"Terlalu tidak bisa diaplikasikan, program2 paslon 3. Bahkan cenderung tidak bisa nyambung dalam bahasa teknisnya. Sangat prihatin",terlalu bisa aplikasi program paslon bahkan cenderung bisa nyambung bahasa teknis sangat prihatin,neutral
semoga Allah SWT memberikan rahmat bagi yang mendzolimi sesama. #prihatin #pilkadadki2017,moga allah swt beri rahmat yang mendzolimi sama,neutral
"Anis persis kayak orang jualan sabun wangi dipasar, kalau ngomong pinter tapi tidak pernah mandi"" #pilkadadki2017",anis persis orang jual sabun wangi pasar kalau ngomong pinter tidak NOT_pernah NOT_mandi,neutral
"Jika nanti punya pemimpin yang ingkar, jangan heran, karena pada tuhan pun manusia itu seringkali ingkar!! #pilkadadki2017",nanti punya pimpin ingkar jangan NOT_heran NOT_pada tuhan manusia seringkali ingkar,neutral
Fasisme musuh demokrasi. merangkul dua sekaligus: Islamisme & orang2 Orde Baru. #PilkadaDKI2017 #DebatFinalPilgubDKI,fasisme musuh demokrasi rangkul sekaligus islamisme orang orde baru,neutral
Bapak Pemenang PILKADA 2017 BangunDki jangan STRES kalau GATOT(gagal total)#pilkadadki2017,bapak menang pilkada bangundki jangan NOT_stres NOT_kalau gatotgagal total,neutral
"Lagi2 bicaramu ngawur tanpa fakta, jangan asal ngomong #pilkadadki2017 #debatpilkadadki",bicara ngawur fakta jangan NOT_asal NOT_ngomong,neutral
Pilkada telah ditutup dengan Debat (kusir) yang kusut kualitasnya. Debat terparah. #debatfinalpilkadadki #pilkadadki2017 #AhokDjarotDiRosi,pilkada tutup debat kusir kusut kualitas debat parah,neutral
"Baru kali ini kau terlihat arogan pak Anies, saya menjadi tidak yakin untuk memilihmu #pilkadadki2017",baru kali kau lihat arogan pak anies jadi yakin pilih,neutral
"Setelah KO di beberapa Polling, kini mereka goreng soal KPUD tidak netral, kamvreetttt.... #pilkadadki2017 #debatfinalpilkadadki #OkeOce",ko beberapa polling kini goreng soal kpud netral kamvreetttt,neutral
"program asal ngomong begini jadinya, pemotongan warga #pilkadadki2017 #pilkadadkijakarta2017 #asalngomomg",program asal ngomong begini jadi potong warga,neutral
"Waaaah ternyata dia sudah sadar, kalo selama ini salah pilih #BasukiDjarot #pilkadadkijakarta2017 #PILKADADKI2017",waaaah nyata sudah sadar kalau lama salah pilih,neutral
Belajar mulai dari yang sederhana: Kursi dipakai untuk duduk. Tapi sejak kapan meja jadi tempat duduk? Pantas aja jadi Mendikbud dipecat!,ajar mulai yang sederhana kursi pakai duduk sejak kapan meja jadi tempat duduk pantas jadi mendikbud pecat,neutral
Didiklah orang muda dengan akhlak dan integritas. Bukan ambisi kotor dan fitnah. Jangan omong doang. #pilkadadki2017,didik orang muda akhlak integritas bukan NOT_ambisi NOT_kotor fitnah jangan NOT_omong,neutral
#PilkadaDKI2017 Anies Dipolisikan karena Sebut #Ahok-Djarot Gusur 300 Titik di DKI,anies polisi sebut djarot gusur titik dki,neutral
Siapa menebar FITNAH dia akan menuai KALAH #pilkadadki2017,siapa tebar fitnah akan tuai kalah,neutral
Pemimpin yang Tegas ataukah Pemimpi yang Tega #PilkadaDKI2017,pimpin tegas atau mimpi tega,neutral
"Lah, Ini Malah Ada Pelatihan OK-OCE Sabun Al-Maidah #Pilka",malah latih okoce sabun almaidah,neutral
cara kampanye #Anies membuat Menteri agama mengeluarkan peraturan larangan kampanye di rumah ibadah. sdh jelas #AniesSandi menang karna SARA,cara kampanye buat menteri agama keluar atur larang kampanye rumah ibadah jelas menang sara,neutral
#Ahok Sang Pemimpin #Bajingan Tumbang di #PilkadaDK2017 #AyoPenjarakanAhok #AniesSandi #aniessandimenang,sang pimpin tumbang,neutral
#ILCMerajutJakartaKembali Semoga bikin damai.. #AhokForBali1 Ada apa yaa... Kecikampek aja brow ada rumah #dp0 kayak programnya #aniessandi,moga buat damai apa yaa kecikampek brow rumah program,neutral
"walupun bukan orangJakarta, saya juga tidak pernah menyesal dan rugi dukung #AniesSandi Ayo kapan lagi bagi2 uang&sembako non pilkada??pret",walupun bukan NOT_orangjakarta NOT_juga pernah sesal rugi dukung ayo kapan bagi uangsembako non pilkadapret,neutral
Sistem Amankan APBD oleh Ahok yang sudah berjalan ini jangan dihilangkan ya #AniesSandi Karena PASTI ada sesuatu jka di utak utik,sistem aman apbd ahok sudah jalan jangan NOT_hilang NOT_karena ada jka utak utik,neutral
Ini bukan janji #AniesSandi lho! Tapi janjinya mas . Mohon kawal terus.,bukan NOT_janji NOT_lho janji mas mohon kawal terus,neutral
kamu gunakan sebutan EKSTRIMIS kepada tim #AniesSandi itu persis sama dengan PENJAJAH BELANDA perang melawan mereka!,kamu guna sebut ekstrimis tim persis sama jajah belanda perang lawan,neutral
Kapan nih om potong telinga #AniesSandiDKI1 #AniesSandi #islam,kapan om potong telinga,neutral
"Anies-Sandi Pimpin Ibu Kota, FPI akan Semakin Bertaring #PilkadaDKI #AniesSandi #FPI",aniessandi pimpin ibu kota fpi makin taring,neutral
"Sudah Curang, Kalah, itulah kekalahan yang sangat menyakitkan, Tidak bermartabat dan memalukan #politiksembako #pilkadajakarta #AniesSandi",curang kalah kalah sangat sakit martabat malu,neutral
"Kadang lucu, milih #AniesSandi aja kagak tapi nagih minta rumah DP0% situ pada sehat dan waras??",kadang lucu milih tapi nagih minta rumah dp situ sehat waras,neutral
Kasihan katanya anti reklamasi tapi kok diteruskan? Ayo dapat berapa uang bapak2 gub & wagub baru jkt? #aniessandi #bullshit #freak,kasihan kata anti reklamasi terus ayo berapa uang bapak gub wagub baru jkt,neutral
"yang penting janji2 rmh dp 0% n bantuan modal cepat cairkan. Kalo bohong, asset2 #AniesSandi hrs dijual untuk rakyat sesuai komitmen",penting janji rmh dp n bantu modal cepat cair kalau bohong asset hrs jual rakyat sesuai komitmen,neutral
"Prabowo: Terima Kasih, Habib Rizieq #PilkadaDKI #AniesSandi #TerimaKasihUlama #TerimaKasihHabib #AllahuAkbar",prabowo terima kasih habib rizieq,neutral
"Apa cuma Gue disini yang ngerasa banyak omong kosong dari sebelah pihak?, Gak terima kalah? Atau gak terima #AniesSandi menang? #PilkadaDKI",apa cuma sini ngerasa banyak omong kosong belah pihak terima kalah tidak NOT_terima NOT_menang,neutral
Prabowo Subianto sebut Amin Rais sebagai Ayatollah Indonesia & Aburizal Bakrie sebagai mentor & arsitek pemenangan #AniesSandi #PilkadaDKI,prabowo subianto sebut amin rais ayatollah indonesia aburizal bakrie mentor arsitek menang,neutral
"#AniesSandi menang, pendukungnya puji syukur,#AhokDjarot kalah, pendukungnya nangis.Gak kbayang kalo Anies kalah, apa ada aksi2 & demo lagi?",menang dukung puji syukur kalah dukung nangisgak kbayang kalau anies kalah apa aksi demo,neutral
Kita mencari PELAYAN MASYARAKAT bukan PEMENANG PILKADA. #AhokDjarot #AniesSandi,cari layan masyarakat bukan NOT_menang NOT_pilkada,neutral
"#AniesSandi berpihak atau tidak, adil atau tidak, bisa dilihat kok nanti dari titik2 Iklan di DKI. Di dominasi media atau tidak!",pihak tidak NOT_adil NOT_tidak NOT_lihat NOT_dari titik iklan dki dominasi media tidak,neutral
Andai saja ahok muslim pasti menang.. #pilkadaDKI #AhokDjarot #AniesSandi,andai ahok muslim menang,neutral
"BIADAB !!! Kelakuan Kelompok Pendukung #AniesSandi Melebihi ""PENJAJAH"" & Terbukti Melampaui Kemampuan IBLIS #GueCintaNKRI #MasjidUntukSemua",biadab laku kelompok dukung lebih jajah bukti lampau mampu iblis,neutral
Kuota lagi abis makanya tidak mengikuti berita #indonesia #pilkadaDKI #AniesSandi #voteahok #ahokdjarot,kuota abis makanya ikut berita,neutral
Akun akun provokator & bukan bagian dari timses #AniesSandi. Timeline lebih mencirikan akun Ahokers. Waspadalah!,akun akun provokator bukan NOT_bagi NOT_timses timeline lebih ciri akun ahokers waspada,neutral
#SyuhadaTPS siap Kawal !! Kami siap Mati kawal kemenangan #AniesSandi ! #AniesKalahMuslimMarah !!,siap kawal siap mati kawal menang,neutral
Ahok menistakan agama untuk menang pilkada - Logika timses #MataNajwaDebatJakarta #salambersama #okeoce,ahok nista agama menang pilkada logika timses,neutral
Apa yang dilakukan anies sandi setelah menang pilkada DKI? mungkin lagi blusukan memakai heli ke ujung kulon atau papua <grining face with smile eye>,apa laku anies sandi menang pilkada dki mungkin blusukan pakai heli ujung kulon papua grining face with smile eye,neutral
"Yang lucunya di Pilkada DKI adalah Ahok-Djarot yang kalah, justru mendapatkan Simpati dari Masyarakat dibandingkan kemenangan Anies-Sandi",lucu pilkada dki ahokdjarot kalah justru dapat simpati masyarakat banding menang aniessandi,neutral
"Kalo Ahok kalah, Anies-Sandi menang? Paling juga Jakarta akan seperti dulu lagi, saling rukun, koruptornya <grining face with smile eye> <grining face with smile eye> <Lying Face> <Lying Face> #PilkadaDKI",kalau ahok kalah aniessandi menang paling jakarta seperti dulu saling rukun koruptor grining face with smile eye grining face with smile eye lying face lying face,neutral
